,text,directed_at,emotion
1101,"['view', 'back', 'line', 'get', 'league', 'extraordinary', 'hackers', 'event', 'link']",,No emotion toward brand or product
1102,"['hopefully', 'best', 'thing', 'comes', 'isnt', 'fact', 'people', 'flew', 'austin', 'pick', 'ipad']",iPad,Positive emotion
1103,"['whats', 'best', 'mobile', 'app', 'android', 'app', 'make', 'panel', 'party', 'agenda', 'offline', 'use', 'get']",,No emotion toward brand or product
1104,"['following', 'binggoogle', 'seo', 'session', 'buddy']",,No emotion toward brand or product
1105,"['following', 'buzz', 'hee', 'hee', 'google', 'drip', 'feeding', 'information', 'facebook', 'rival']",,No emotion toward brand or product
1106,"['phrase', 'day', 'iphone', 'ready', 'android', 'coming']",,No emotion toward brand or product
1107,"['goals', 'day', 'knock', 'government', 'talks', 'install', 'android', 'sdk', 'amp', 'pray', 'workshop']",,No emotion toward brand or product
1108,"['first', 'day', 'exhibit', 'hall', 'open', 'stop', 'booth', 'enter', 'win', 'ipad', '2']",iPad,Positive emotion
1109,"['check', 'free', 'sampler', 'itunes', 'link']",,No emotion toward brand or product
1110,"['check', 'free', 'sxsw', 'sampler', 'itunes', 'link']",Other Apple product or service,Positive emotion
1111,"['audioboo', 'front', 'apple', 'ipad', '2', 'queue', 'link']",,No emotion toward brand or product
1112,"['following', 'googlebing', 'qa', 'session', 'great', 'insights', 'webmasters']",Google,Positive emotion
1113,"['oh', 'ware', 'ides', 'march', 'location', 'link']",,No emotion toward brand or product
1114,"['ipad', 'dj', 'setting']",,No emotion toward brand or product
1115,"['���', 'ipad', '2', 'takes', 'video', 'link', 'via', 'mashable�\u06dd']",,No emotion toward brand or product
1116,"['sxsw', 'ppl', 'ipad', '3', 'released', 'youre', 'home', 'unpacked']",,No emotion toward brand or product
1117,"['unloading', 'ipads', 'link']",,No emotion toward brand or product
1118,"['like', 'ipoo', 'app', 'iphone', 'ha', 'rt', '4chan', 'internets', 'bathroom', 'wall']",iPad or iPhone App,Positive emotion
1119,"['z27', 'law', 'link', 'codes', 'valid', '40075959p', '031311']",,No emotion toward brand or product
1121,"['picked', 'mophie', 'juice', 'boost', 'pack', 'iphone', 'today', 'chick', 'weekend', 'calls', 'ample', 'juice']",,No emotion toward brand or product
1122,"['pdanet', 'awesome', 'app', 'yet', 'android', 'likes']",Android App,Positive emotion
1123,"['check', 'new', 'app', 'link', 'gon', 'na', 'huge', 'next', 'week', 'beyond']",iPad or iPhone App,Positive emotion
1124,"['check', 'new', 'app', 'android', 'launched', 'play', 'aol', 'music', 'essentially', 'instagram', 'music', 'link']",,No emotion toward brand or product
1125,"['���', 'new', 'whrrl', 'app', 'live', 'iphone', 'app', 'store', 'android', 'marketplace', 'get', 'hot', 'time']",iPad or iPhone App,Positive emotion
1126,"['used', 'ol', 'ipad', 'help', 'brits', 'find', 'hotel', 'austin']",iPad,Positive emotion
1127,"['must', 'one', 'without', 'ipad2', 'someone', 'needs', 'make', 'case', 'makes', 'original', 'ipad', 'look', 'like', 'new', '2nd', 'gen']",iPad,Positive emotion
1128,"['longer', 'one', 'eating', 'alone', 'table', 'one', 'iphone', 'facebook', 'new', 'normal']",,No emotion toward brand or product
1129,"['one', 'blackberry', 'dell', 'amp', 'ipad', 'feeling', 'like', 'dork', 'geek', 'conference', 'make', 'sense']",,No emotion toward brand or product
1130,"['phones', 'demo', 'google', 'phones', 'going', 'see', 'iphone']",,No emotion toward brand or product
1131,"['unveiling', 'popup', 'apple', 'store', 'scarborough', 'building', 'link']",Apple,Positive emotion
1132,"['course', 'seo', 'qampa', 'w', 'google', 'bing', 'panel', 'packedyet', 'put', 'tiny', 'room']",,No emotion toward brand or product
1133,"['ipad', '2', 'star', 'gadget', 'sxsw', 'link']",iPad,Positive emotion
1134,"['went', 'whole', 'day', 'wout', 'laptop', 'amp', 'used', 'ipad', '1', 'things', 'missed', 'ftp', 'cloudapp', 'fast', 'typing', 'amp', 'skype']",iPad,Negative emotion
1135,"['exploring', 'world', '3d', 'xml', 'combines', 'google', 'earth', 'w', 'location', 'individuals', 'show', 'youve', 'time', 'cool']",Google,Positive emotion
1136,"['last', 'year', 'single', 'ipad', 'public', 'today', 'theyre', 'common', 'laptops', 'havent', 'seen', 'android', 'tablets']",iPad,Positive emotion
1137,"['think', 'would', 'app', 'blackberry', 'gave', 'iphone', 'finger', 'guess', 'ill', 'carry', 'around', 'ipad', 'lame']",iPhone,Negative emotion
1138,"['theres', 'expectation', 'engagement', 'ipad', 'visual', 'social', 'delving', 'experience']",iPad,Positive emotion
1139,"['course', 'ha', 'rt', 'apple', 'opening', 'temporary', 'store', 'austin', 'amp', 'ipad', '2', 'launch', 'link']",,No emotion toward brand or product
1140,"['bet', 'sell', '100000', 'new', 'ipads', 'less', '3', 'days', 'apple', 'store', 'sxsw', 'w', '70', 'others', 'link']",,No emotion toward brand or product
1141,"['like', 'took', 'geeky', '1', 'every', 'apple', 'store', 'line', 'country', 'planted']",,No emotion toward brand or product
1142,"['wow', 'thing', 'insanely', 'thin', 'amp', 'light', 'hold', 'ipad', '2', 'seriously', 'link']",iPad,Positive emotion
1143,"['among', 'things', 'missing', 'googleaclu', '80s', 'dance', 'party']",Google,Positive emotion
1144,"['top', '7', 'things', 'ive', 'loved', 'far', 'link']",iPad,Positive emotion
1145,"['like', 'think', 'apple', 'decided', 'sell', 'new', 'ipad', 'based', 'suggestion', 'link', 'everyone', 'welcome']",Apple,Positive emotion
1146,"['anyone', 'thinks', 'im', 'going', 'walking', 'around', 'old', 'inferior', 'ipad', '1', 'ipad', '2', 'released', 'well', 'wrong']",iPad,Positive emotion
1147,"['people', 'apple', 'store', 'notsmell', 'great']",Apple,Negative emotion
1148,"['check', 'new', 'app', 'using', 'check', 'link']",Android App,Positive emotion
1149,"['people', 'session', 'taking', 'photos', 'ipad', '2s', 'air']",,No emotion toward brand or product
1150,"['check', 'video', 'get', 'glimpse', 'action', 'like', 'ipad', '2', 'link']",,No emotion toward brand or product
1151,"['check', 'video', 'get', 'glimpse', 'action', 'like', 'ipad', '2', 'link', 'could', 'resist']",iPad,Positive emotion
1152,"['austin', 'wkamp', 'need', 'fixedfind', 'guy', 'wthe', 'sign', 'hilton', 'cnr', 'near', 'conventionctr', 'link']",,No emotion toward brand or product
1153,"['missed', 'check', 'google', 'doodles', 'burning', 'man', 'pacman', 'beyond', 'link']",,No emotion toward brand or product
1154,"['believe', 'theyre', 'good', 'rt', 'life', 'would', 'much', 'better', 'ipad']",iPad,Positive emotion
1155,"['late', 'rt', 'google', 'circles']",,No emotion toward brand or product
1156,"['listen', 'brocast', 'episode', 'link']",,No emotion toward brand or product
1157,"['dude', 'thought', 'buddy', 'figured', 'put', 'keyboard', 'ipad', 'told', 'netbook', 'guy', 'unconvinced', 'obviously', 'wasted']",,No emotion toward brand or product
1158,"['thousands', 'ipad', '2s', 'floating', 'around', 'austin', 'seen', 'even', 'one', 'single', 'android', 'tablet', 'even', 'one', 'zero']",Android,Positive emotion
1159,"['spotted', 'three', 'ipad', '2s', 'first', '10', 'minutes', 'lots', 'ipad', '1s', 'youd', 'think', 'macworld']",,No emotion toward brand or product
1160,"['three', 'types', 'people', 'work', 'ghost', 'bad', 'apple', 'kid']",,No emotion toward brand or product
1161,"['excellent', 'tip', 'going', 'new', 'iphone', 'guide', 'free', 'march', '915', 'hard', 'beat', 'free']",iPhone,Positive emotion
1162,"['head', 'link', '1pm', 'cst', 'today', 'win', 'vip', 'access', 'acoustic', 'solo', 'set', 'tonight']",,No emotion toward brand or product
1163,"['listening', 'discuss', 'new', 'interaction', 'paradigms', 'designing', 'ipad']",,No emotion toward brand or product
1164,"['listening', 'talk', 'ipad', 'design']",,No emotion toward brand or product
1165,"['thank', 'letting', 'test', 'drive', 'car', 'apple', 'store', 'lets', 'hope', 'fix', 'phone']",Apple,Negative emotion
1166,"['way', 'quotipad', 'design', 'headachesquot', 'sure', 'bloggable', 'im', 'sure', 'interesting', 'link']",iPad,Positive emotion
1167,"['going', 'doesnt', 'matter', 'place', 'giving', 'away', 'products', 'link']",,No emotion toward brand or product
1168,"['way', 'anyone', 'seen', 'lines', 'sxsw', 'apple', 'store', 'still', 'bit', 'early']",,No emotion toward brand or product
1169,"['traveling', 'ipad', '1', '3102011']",,No emotion toward brand or product
1170,"['way', 'forgot', 'ipad', 'cleveland', 'hopkins', 'airport', 'w', '2', 'others', 'link']",iPad,Positive emotion
1171,"['listening', 'furby', 'choir', 'oo']",,No emotion toward brand or product
1172,"['talked', 'googler', 'amp', 'said', 'quotno', 'new', 'products', 'point', 'google', 'social', 'search', 'link']",,No emotion toward brand or product
1173,"['metric', 'determine', 'engagement', 'session', 'ipad', 'battery', 'drained', 'using', '9', 'session', '1']",,No emotion toward brand or product
1174,"['wants', 'songlets', 'work', 'google', 'mr', '285']",,No emotion toward brand or product
1175,"['listening', 'folks', 'around', 'world', 'making', 'iphone', 'music', 'smules', 'ocarina', 'played', 'zelda', 'theme']",,No emotion toward brand or product
1176,"['according', 'googles', 'marissa', 'mayer', 'future', 'location', 'augmented', 'reality', 'contextual', 'discovery', 'making', 'smartphones', 'smarter']",,No emotion toward brand or product
1177,"['listening', 'google', 'qampa', 'saying', 'see', 'yelp', 'services', 'going', 'die', 'far', 'interesting']",Google,Positive emotion
1178,"['listening', 'googles', 'marissa', 'mayer', 'discuss', 'new', 'products', 'including', 'google', 'hotpot', 'watch', 'yelp']",Other Google product or service,Positive emotion
1179,"['listening', 'googles', 'nadya', 'direkova', 'using', 'game', 'mechanics', 'create', 'user', 'engagement', 'social', 'web', 'apps', 'link']",,No emotion toward brand or product
1180,"['reactions', 'google', 'circles', 'news', 'far', 'range', 'quotnot', 'againquot', 'quotplease', 'rescue', 'facebookquot']",,No emotion toward brand or product
1181,"['flipboard', 'launch', 'iphone', 'app', 'later', 'year', 'link', 'via']",,No emotion toward brand or product
1182,"['according', 'marissa', 'mayer', '40', 'google', 'maps', 'usage', 'mobile']",,No emotion toward brand or product
1183,"['listening', 'marissa', 'mayers', 'sales', 'shpeal', 'google', 'everything']",,No emotion toward brand or product
1184,"['listening', 'marissa', 'meyer', 'head', 'google', 'social', 'get', 'grilled', 'jc', 'penney', 'lol']",,No emotion toward brand or product
1185,"['apple', 'set', 'open', 'popup', 'shop', 'austin', 'rimhp', 'r', 'going', 'lease', 'stores', 'next', 'doorput', '���coming', 'soon�\u06dd', 'signs', 'link']",,No emotion toward brand or product
1186,"['apple', 'set', 'open', '5000', 'sqft', 'pop', 'store', 'congress', 'ave', 'link']",,No emotion toward brand or product
1187,"['apple', 'set', 'open', 'popup', 'shop', 'interactive', 'conference', 'link']",,No emotion toward brand or product
1188,"['apple', 'set', 'open', 'popoup', 'shop', 'austin', 'link']",,No emotion toward brand or product
1189,"['apple', 'set', 'open', 'popup', 'shop', 'austin', '6th', 'amp', 'con', 'sxsw', 'link', 'via']",,No emotion toward brand or product
1190,"['apple', 'set', 'open', 'popup', 'shop', 'core', 'action', '���', 'link', 'aapl']",,No emotion toward brand or product
1191,"['apple', 'set', 'open', 'popup', 'shop', 'core', 'action', 'link']",,No emotion toward brand or product
1192,"['apple', 'set', 'open', 'popup', 'shop', 'core', 'action', 'link', 'ipad2', 'ground']",,No emotion toward brand or product
1193,"['apple', 'set', 'open', 'popup', 'shop', 'core', 'action', 'link', 'geeks', 'need', 'love']",iPad,Positive emotion
1194,"['apple', 'set', 'open', 'popup', 'shop', 'core', 'action', 'unveiling', 'link']",,No emotion toward brand or product
1195,"['apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'theyre', 'going', 'sell', 'ipad2', 'link']",iPad,Positive emotion
1196,"['apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'link', 'link']",,No emotion toward brand or product
1197,"['apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'link']",,No emotion toward brand or product
1198,"['apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'link']",Apple,Positive emotion
1199,"['apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'link', 'apple', 'set', 'open', 'popup', 'sh', 'link']",,No emotion toward brand or product
1200,"['apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'link', 'via']",,No emotion toward brand or product
1201,"['apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'sell', 'ipad2', 'link']",,No emotion toward brand or product
1202,"['apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'leases', 'downtown', 'space', 'festival', 'link']",,No emotion toward brand or product
1203,"['great', 'way', 'prep', 'rt', 'download', '20', 'free', 'tracks', 'music', 'sampler', 'available', 'link']",,No emotion toward brand or product
1204,"['expecting', 'see', 'flood', 'shiny', 'new', 'ipad2s', 'today', 'line', 'apple', 'store', 'around', 'block']",iPad,Positive emotion
1205,"['get', 'see', 'google', 'fail', 'social', 'another', 'day', 'rt', 'okay', 'google', 'circles', 'debuting', 'today']",Google,Negative emotion
1206,"['listening', 'australian', 'knob', 'celebrity', 'journalist', 'shoot', 'reshoot', 'reshoot', 'iphone', 'vid', 'meeting', 'celebs']",,No emotion toward brand or product
1207,"['listening', 'google', 'marketers', 'speak', 'based', 'crowd', 'theyre', 'holding', 'steve', 'jobs', 'wealthier', 'thought']",,No emotion toward brand or product
1208,"['google', 'vp', 'speak', 'topic', '10', 'quick', 'steps', 'owning', 'everything', 'world', 'link']",Google,No emotion toward brand or product
1209,"['easy', 'spot', 'ipad', '2', 'distance', 'majority', 'white', 'screen', 'bezels']",,No emotion toward brand or product
1210,"['way', 'apple', 'store', 'upgrade', 'pager', 'link']",,No emotion toward brand or product
1211,"['listening', 'developer', 'netflix', 'app', 'iphone', 'talk', 'mistakes', 'made', 'ap', 'interesting', 'stuff']",,No emotion toward brand or product
1212,"['i41', 'slap', 'face', 'link', 'codes', 'valid', '800115959a', '031511']",,No emotion toward brand or product
1213,"['listening', 'official', 'mixtape', 'link']",,No emotion toward brand or product
1214,"['switching', 'office', 'ipad', 'next', 'session', 'flipboard', 'gamechanger', 'passing', 'fad', 'like', 'one']",,No emotion toward brand or product
1215,"['switching', 'office', 'ipad', 'next', 'session', 'flipboard', 'gamechanger', 'passing', 'fad', 'like', 'one']",,No emotion toward brand or product
1216,"['come', 'tech', 'cocktail', 'event', 'tonight', 'check', 'mobile', 'smackdown', 'event']",,No emotion toward brand or product
1217,"['listening', 'twit', 'live', 'also', 'went', 'boxee', 'keg', 'party', 'google', 'robots', 'event', 'saw', 'tim', 'ferris', 'speak', 'checked', 'ebay', 'hackathon']",Google,Positive emotion
1218,"['im', 'going', 'wait', '4', 'know', 'going', 'better', 'ipad', '2']",iPad,Positive emotion
1219,"['available', 'today', 'mobile', 'apps', 'w', 'facebook', 'info', 'link']",,No emotion toward brand or product
1220,"['quotim', 'fond', 'ipadquot']",iPad,Positive emotion
1221,"['social', 'important', 'screw', 'big', 'launch', 'circus', 'link']",,No emotion toward brand or product
1222,"['social', 'important', 'google', 'screw', 'big', 'launch', 'circus', 'via', 'link']",,No emotion toward brand or product
1223,"['check', 'touching', 'stories', 'designing', 'digital', 'magazines', 'ipad', 'sxsw', 'link']",,No emotion toward brand or product
1224,"['youre', 'trying', 'contact', 'friends', 'family', 'created', 'person', 'finder', 'link']",,No emotion toward brand or product
1225,"['free', 'tunes', 'years', 'artists', '���', 'link']",,No emotion toward brand or product
1226,"['attending', 'tv', 'new', 'media', 'formula', 'success', 'seeing', 'lot', 'ipad', '2s', 'around']",iPad,Positive emotion
1227,"['two', 'apple', 'stores', 'atx', 'rt', 'ipad', '2', 'goes', 'sale', 'next', 'fridaythe', 'austin', 'apple', 'store', 'going', 'busy']",,Positive emotion
1228,"['apple', 'two', 'austin', 'stores', 'week', 'downtown', 'presence', 'changes', 'popup', 'store', 'link']",,No emotion toward brand or product
1229,"['apple', 'two', 'austin', 'stores', 'week', 'downtown', 'presence', 'changes', 'popup', 'store', 'link']",Apple,Positive emotion
1230,"['apple', 'two', 'austinarea', 'retail', 'locations', 'anticipation', 'gadget', 'link']",Apple,No emotion toward brand or product
1231,"['please', 'u', 'able', 'attend', 'buy', 'ipad', 'today', 'consider', 'saving', 'japan', 'earthquake', 'relief', 'via']",,No emotion toward brand or product
1232,"['know', 'u', 'u', 'selling', 'weve', 'never', 'talked', 'hate', 'product', 'rt', 'check', 'heyo', '4', 'iphone']",iPhone,Negative emotion
1233,"['���', 'unloading', 'store', 'corner', '6th', 'congress', 'austin', 'temp', 'store', 'link', 'dis', 'awesome']",Apple,Positive emotion
1234,"['google', 'unveil', 'new', 'social', 'platform', 'circles', 'groups', 'peeps', 'relevance']",,No emotion toward brand or product
1235,"['show', '1st', 'gen', 'ipad', 'still', 'let', 'door']",,No emotion toward brand or product
1236,"['apple', 'pop', 'store', 'pop', 'genius', 'bars', 'everywhere']",,Positive emotion
1237,"['apple', 'pop', 'store', 'line', 'ridic', 'link']",Apple,Negative emotion
1238,"['trying', 'update', 'software', '40', 'iphone', 'download', 'app', 'far', 'luck', 'wonder', 'phone', 'mexico']",,Negative emotion
1239,"['def', 'could', 'use', 'ipad', 'today', 'tweeting', 'via', 'iphone', 'sorta', 'pretty', 'much', 'sux']",iPhone,Negative emotion
1240,"['brilliant', 'use', 'case', 'quot', 'kik', 'concierge', 'service', 'great', 'get', 'android', 'iphone', 'add', 'sxsw', 'user', 'amp', 'ask', 'awayquot']",,Positive emotion
1241,"['wont', 'use', 'glasses', 'lies', 'lies', 'phone', 'face', 'people', 'handsfree', 'connection', 'think', 'apple']",,No emotion toward brand or product
1242,"['want', 'use', 'video', 'talk', 'today', 'need', 'able', 'download', 'ipad', 'know', 'link']",,No emotion toward brand or product
1243,"['used', 'ipad', 'app', 'example', 'good', 'navigation', 'link']",iPad or iPhone App,Positive emotion
1244,"['anyone', 'using', 'google', 'checkins', 'thru', 'latitude']",,No emotion toward brand or product
1245,"['argh', 'ux', 'meet', 'exact', 'time', 'iphone', 'dev', 'meetup', 'clone']",,No emotion toward brand or product
1246,"['little', 'need', 'parents', 'anymore', 'comment', 'child', 'playing', 'ipad', '���']",iPad,Positive emotion
1247,"['���', 'video', 'interview', 'amp', 'quotgoogle', 'dealsquot', 'link']",,No emotion toward brand or product
1248,"['took', 'video', 'ipad', '2', '6th', 'street', 'smart', 'cover', 'rad', 'filming', 'huge', 'display', 'nuts', 'looks', 'great', 'playback']",iPad,Positive emotion
1249,"['sweet', 'tea', 'vodka', 'glowstick', 'cup', 'doesnt', 'scream', 'quotgooglequot', 'baller']",,No emotion toward brand or product
1250,"['ipad', '2', 'vs', 'android', 'panel', 'starts', '330', 'radisson', 'bloody', 'mary', 'starts']",,No emotion toward brand or product
1252,"['dense', 'una', 'vuelta', 'por', 'para', 'ver', 'la', 'gran', 'diferenciart', 'quotthe', 'revolution', 'clumsily', 'translated', 'googlequot']",Google,Negative emotion
1253,"['encounter', 'w', 'charmingintense', 'w', 'bright', 'suffer', 'fun', 'party']",,No emotion toward brand or product
1254,"['prob', 'w', 'seeing', 'interactive', 'show', 'nerds', 'concerned', 'iphone', 'videos', 'actual', 'show']",,No emotion toward brand or product
1255,"['asked', 'favorite', 'nongoogle', 'product', 'said', 'swiss', 'watch']",,No emotion toward brand or product
1256,"['wishing', 'see', 'rumored', 'demo', 'new', 'social', 'network', 'circles', 'link', 'via']",Other Google product or service,Positive emotion
1257,"['iphone', 'stolen', 'got', 'back']",,No emotion toward brand or product
1258,"['clearly', 'wasnt', 'back', 'twitter', 'tiff', 'dont', 'think', 'iphone', 'bigger', 'sundance', 'even']",,No emotion toward brand or product
1259,"['new', 'blog', 'watch', 'link']",,No emotion toward brand or product
1260,"['���', 'better', '��', 'link', '��']",,Negative emotion
1261,"['���', '��', 'link', '��']",,No emotion toward brand or product
1262,"['���', 'interrupt', 'regularly', 'scheduled', 'geek', 'programming', 'big', 'news', 'link']",Other Google product or service,Positive emotion
1263,"['���', 'interrupt', 'regularly', 'scheduled', 'geek', 'programming', 'big', 'news', 'link', 'sounds', 'interesting']",Other Google product or service,Positive emotion
1264,"['yesterday', 'listened', 'googles', 'marissa', 'mayer', 'discuss', 'mobile', 'technologies', '40', 'users', 'use', 'maps', 'phones']",,No emotion toward brand or product
1265,"['���', 'fascinated', 'by��', 'link', '��']",,No emotion toward brand or product
1266,"['wechase', 'sweet', 'amp', 'salty', 'wsweet', 'tea', 'vodka', 'google', 'party', 'gsdampm', 'pic', 'link']",,No emotion toward brand or product
1267,"['���', 'well', 'spotlighting', 'new', 'apps', 'amp', 'heres', 'peak', 'ipad', 'app', 'video', 'link']",,No emotion toward brand or product
1268,"['giving', 'away', 'ipad', '2', 'creator', 'popular', 'disc', 'interactive', 'create', 'disc', 'amp', 'share', 'twitter']",iPad,Positive emotion
1269,"['���', 'launching', 'products', 'plenty', 'else', 'link', 'ok', 'aun']",,No emotion toward brand or product
1270,"['sxsw', 'weekend', 'ipad', '2', 'release', 'taking', 'part', 'either', 'sadly']",iPad,Positive emotion
1271,"['far', 'welcome', 'emails', 'go', 'great', 'makes', 'easy', 'see', 'use', 'service', 'link']",,No emotion toward brand or product
1272,"['welcome', 'enjoy', 'ride', 'anywhere', 'austin', '10', 'dwnld', 'applink', 'booth', '437']",,No emotion toward brand or product
1273,"['werent', 'cocky', 'perhaps', 'separate', 'ipad2', 'store', 'would', 'good', 'idea', 'guess', 'dont', 'need', 'extra', 'marketing']",Apple,Negative emotion
1274,"['���', 'apple', 'security', 'guy', 'locks', 'store', 'link', 'lol']",,No emotion toward brand or product
1275,"['���', 'apple', 'store', 'use', 'command', 'give', 'answer']",,No emotion toward brand or product
1276,"['left', 'white', 'iphone', '4g', 'cab', 'austin', 'internet', 'please', 'help']",,No emotion toward brand or product
1277,"['companies', 'embracing', 'nfc', 'today', 'google', 'nfc', 'window', 'decal', 'amp', 'nexus', 'nokia', 'willinclude', 'smartphones', '2011']",,No emotion toward brand or product
1278,"['companies', 'embracing', 'nfc', 'isis', 'verizon', 'amp', 'tmobile', 'verifone', 'include', 'new', 'payment', 'systems', 'apple', 'ios5']",,No emotion toward brand or product
1279,"['flipboard', 'launch', 'iphone', 'app', 'working', 'experiences', 'tablets']",,No emotion toward brand or product
1280,"['brilliant', 'winwin', 'link']",iPad,Positive emotion
1281,"['winner', 'rt', 'awesome', 'got', 'ipad', '2', 'link', 'via']",iPad,Positive emotion
1282,"['sort', 'wish', 'popup', 'apple', 'store', 'sold', 'actual', 'apples', 'joke']",Apple,No emotion toward brand or product
1283,"['impressed', 'articulate', 'relevant', 'amp', 'fun', 'austin', 'convention', 'center', 'link']",Google,Positive emotion
1284,"['new', 'app', 'resourceful', 'way', 'get', 'connected', 'link']",iPad or iPhone App,Positive emotion
1285,"['android', 'jones', 'saturday', '130230pm', 'attending', 'android', 'developer', 'meetup', 'details', 'come']",,No emotion toward brand or product
1286,"['whats', 'google', 'circles']",,No emotion toward brand or product
1287,"['interview', 'mike', 'mccue', 'cofounder', 'flipboard', 'ipad', 'users', 'tune', 'link']",,No emotion toward brand or product
1288,"['interview', 'mike', 'mccue', 'cofounder', 'flipboard', 'ipad', 'users', 'tune', 'link']",,No emotion toward brand or product
1289,"['disgusted', 'iphones', 'battery', 'life', 'already', '11', '330', 'pm', 'blackberry', 'going', 'strong']",iPhone,Negative emotion
1290,"['whats', 'quotpopup', 'apple', 'storequot', 'coming', '6th', 'street', 'south', 'congress']",,No emotion toward brand or product
1291,"['wow', 'witnessed', 'homeless', 'guy', 'giving', 'detailed', 'ipad', '2', 'inventory', 'info', 'passerby', 'austin', 'popup', 'store']",,Positive emotion
1292,"['ouch', 'google', 'v', 'bing', 'respect', 'bing', 'guy', 'invited', 'fill', 'third', 'chair']",Google,Positive emotion
1293,"['would', 'like', 'data', 'dashboard', 'govt', 'knows', 'like', 'credit', 'score', 'google', 'data', 'dashboard']",,No emotion toward brand or product
1294,"['cool', 'yes', 'happy', 'bday', 'rt', 'new', 'post', 'business', 'cards', 'dead', 'link']",,No emotion toward brand or product
1295,"['���', 'yes', 'gowalla', 'wins', 'best', 'andoid', 'app', 'team', 'android', 'choice', 'awards', 'thanks']",Android App,Positive emotion
1296,"['sxsw', 'ppl', 'last', 'hope', 'finding', 'monkey', 'fucker', 'created', 'ipad', 'bot', 'stalks', 'twitter', 'everytime', 'type', 'ipad']",,No emotion toward brand or product
1297,"['quotare', 'bringing', 'flipboard', 'android', 'bringing', 'iphone', 'still', 'rounding', 'corners', 'iosquot']",,No emotion toward brand or product
1298,"['make', 'sure', 'bring', 'business', 'card', 'meetup', 'ticket', 'drawing', '100', 'apple', 'gift', 'card']",,No emotion toward brand or product
1299,"['make', 'sure', 'see', 'amp', 'gaslamp', 'strip', 'tonight', 'unless', 'youre', 'case', 'bring', 'back', 'new', 'ipad']",,No emotion toward brand or product
1300,"['thought', 'quotsocialquot', 'couldnt', 'get', 'overblown', 'google', 'may', 'announcing', 'quotcirclesquot', 'today', 'link']",Other Google product or service,Negative emotion
1301,"['google', 'friend', 'quotsalicorniaquot', 'rt', 'name', 'bio', 'diesel', 'plant', 'grows', 'salt', 'water']",,No emotion toward brand or product
1302,"['bring', 'laptopipad', 'rt', 'go', 'participate', 'today', 'link']",,No emotion toward brand or product
1303,"['check', 'mom', 'ipad', 'designing', 'boomers', 'sxsw', 'link']",iPad,Positive emotion
1304,"['improving', 'web', 'design', 'using', 'engineering', 'metrics', 'intuition', 'google', 'overuse', 'metrics', 'find', 'best', 'solution', 'use']",,No emotion toward brand or product
1305,"['z8', 'first', 'zlf', 'assignment', 'link', 'codes', 'valid', '800115959a', '031211']",,No emotion toward brand or product
1306,"['��ۄ��', '�', '��', 'gtgt', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circles', 'possibly', 'today', 'link']",,Positive emotion
1307,"['really', 'feel', 'bad', 'apple', 'employees', 'austin', 'friday']",,No emotion toward brand or product
1308,"['look', 'guys', 'simple', 'personal', 'clouds', 'cant', 'exist', 'without', 'unless', 'wan', 'na', 'pay', '50', 'static', 'ip']",,No emotion toward brand or product
1309,"['classiest', 'fascist', 'company', 'america', 'really', 'elegant']",Apple,Negative emotion
1310,"['mintcom', 'confines', 'coding', 'iphone', 'app', 'luxury', 'didnt', 'worry', 'learning', 'diff', 'phone', 'versions']",iPad or iPhone App,Positive emotion
1311,"['hey', 'ers', 'rt', 'rt', 'last', 'day', 'get', 'austin', 'iphone', 'app', 'free', 'link']",,No emotion toward brand or product
1312,"['false', 'alarm', 'google', 'circles', 'coming', 'now���and', 'probably', 'ever', 'link']",,No emotion toward brand or product
1313,"['got', 'copy', 'today', 'excited', 'thx', 'keeping', 'world', 'enchanted', 'glad', 'youre']",iPad,Positive emotion
1314,"['sxsw', 'ppl', 'didnt', 'see', 'bargain', 'apple', 'booth', 'tryna', 'bargain', 'callgirl', 'backpages']",,No emotion toward brand or product
1315,"['lynn', 'teo', 'new', 'nav', 'schemas', 'ipad', 'link']",,No emotion toward brand or product
1316,"['overcome', 'provide', 'social', 'proof', 'apple', 'white', 'earbuds', 'via']",,No emotion toward brand or product
1317,"['quotlack', 'newsworthy', 'announcementsquot', 'unless', 'count', 'google', 'circles']",,Positive emotion
1318,"['spread', 'word', 'festival', 'explorer', 'app', 'live', 'free', 'link']",,Positive emotion
1319,"['n7', 'time', 'always', 'us', 'link', 'codes', 'valid', '40075959p', '031111']",,No emotion toward brand or product
1320,"['print', 'gt', 'tablets', 'gt', 'web', 'tablets', 'needed', 'bridge', 'gap']",,No emotion toward brand or product
1321,"['gt', 'rt', 'new', 'app', 'store', 'includes', 'uberguide', 'link']",,Positive emotion
1322,"['gt', 'rt', 'new', 'app', 'store', 'includes', 'uberguide', 'cont', 'link']",,Positive emotion
