,text,directed_at,emotion
439,"['web', 'dev', 'dont', 'wait', 'line', 'ipad', '2', 'signup', 'new', 'relic', 'use', 'promo', 'sxsw2011', 'elig', 'win', 'one', 'link']",,No emotion toward brand or product
440,"['���', 'download', '20', 'free', 'track', 'music', 'sampler', 'avail', 'store', 'today', 'link']",,No emotion toward brand or product
441,"['���', 'download', '20', 'free', 'track', 'music', 'sampler', 'avail', 'store', 'today', 'link']",,No emotion toward brand or product
442,"['���', 'download', '20', 'free', 'track', 'music', 'sampler', 'avail', 'store', 'today', 'link']",,No emotion toward brand or product
443,"['���', 'downloadfre', 'track', 'music', 'sampler', 'avail', 'link', 'green', 'ladi', 'killer']",,No emotion toward brand or product
444,"['guess', 'drew', 'bigger', 'crowd', 'chimp', 'could', 'work', 'sorri']",,No emotion toward brand or product
445,"['jeez', 'guy', 'dunno', 'appl', 'popup', 'gold', 'gym', 'u', 'realiz', 'unjobsaesthet']",Apple,Negative emotion
446,"['anyon', 'els', 'use', 'network', 'week', 'tri', 'android', 'version']",,No emotion toward brand or product
447,"['enjoy', 'ride', 'anywher', 'austin', '10', 'download', 'app', 'link', 'booth', '437']",,No emotion toward brand or product
448,"['enjoy', 'ride', 'anywher', 'austin', '10', 'dwnld', 'applink', 'booth', '437']",,No emotion toward brand or product
449,"['even', 'begin', 'link', 'via']",,No emotion toward brand or product
450,"['even', 'begin', 'win', 'link']",Apple,Positive emotion
451,"['even', 'begin', 'win', 'link']",Apple,Positive emotion
452,"['even', 'begin', 'win', 'link', 'open', 'temporari', 'store', 'downtown', 'austin', 'support', 'launch']",Apple,Positive emotion
453,"['even', 'begin', 'win', 'past', 'week', 'there�۪', 'major', 'dilemma', 'in��', 'link']",,No emotion toward brand or product
454,"['even', 'begin', 'appl', 'win', 'techcrunch', 'link']",Apple,Positive emotion
455,"['even', 'begin', 'appl', 'win', 'link']",Apple,Positive emotion
456,"['even', 'begin', 'appl', 'win', 'link']",Apple,Positive emotion
457,"['even', 'begin', 'appl', 'win', 'link']",Apple,Positive emotion
458,"['even', 'begin', 'appl', 'win', 'link']",Apple,Positive emotion
459,"['even', 'begin', 'appl', 'win', 'link', 'via']",Apple,Positive emotion
460,"['even', 'begin', 'appl', 'win', 'link']",Apple,Positive emotion
461,"['even', 'begin', 'appl', 'win', 'link', 'via']",Apple,Positive emotion
462,"['even', 'begin', 'appl', 'wins��', 'link', 'gt', 'gon', 'na', 'get', 'sum', 'via']",Apple,Positive emotion
463,"['even', 'begin', 'appl', 'win', 'sxsw', 'techcrunch', 'link']",Apple,Positive emotion
464,"['even', 'begin', 'appl', 'win', 'sxsw', 'link', 'ltlt', 'win', 'big']",Apple,Positive emotion
465,"['even', 'begin', 'appl', 'win', 'sxsw', 'link']",Apple,Positive emotion
466,"['even', 'begin', 'appl', 'win', 'sxsw', 'link']",Apple,Positive emotion
467,"['even', 'begin', 'appl', 'wins��sxsw', 'link']",Apple,Positive emotion
468,"['even', 'begin', 'appl', 'win', 'sxsw', 'link']",Apple,Positive emotion
469,"['even', 'begin', 'appl', 'wins��sxsw', 'link', 'via']",Apple,Positive emotion
470,"['even', 'begin', 'appl', 'win', 'sxsw', 'link', 'via']",Apple,Positive emotion
471,"['badgeless', 'event', 'free', 'drink', '���', 'head', 'free', 'googlesponsor', 'happi', 'hour', 'semant', 'web', 'austin', 'fogo', 'de', 'ch��o']",Google,Positive emotion
472,"['best', 'swag', 'ever', 'thank', 'charg', 'iphon', 'thank', 'link']",iPhone,Positive emotion
473,"['thank', 'everyon', 'make', 'great', 'day', 'shop', 'today', 'your', 'austin', 'come', 'see', 'u', 'tomorrow', 'link']",,No emotion toward brand or product
474,"['thank', 'everyon', 'came', 'today', 'good', 'luck', 'win', 'ipad', 'stop', 'tomorrow', 'chanc', 'win']",,No emotion toward brand or product
475,"['time', 'everyth', 'ipad', '2', 'brand', 'winner', 'sxsw', 'link']",iPad,Positive emotion
476,"['hey', 'exhibitor', 'captur', 'booth', 'experi', 'retrollect', 'disc', 'popular', 'disc', 'win', 'ipad', '2', 'link']",iPad,Positive emotion
477,"['gave', 'extrem', 'temptat', 'bought', 'ipad', '2']",,I can't tell
478,"['photo', 'far', 'best', 'accessori', 'ipad', 'follow', 'close', 'margarita', 'link']",iPad,Positive emotion
479,"['one', 'fav', 'photo', 'far', 'amp', 'link']",Google,Positive emotion
480,"['watch', 'fb', '4', 'big', 'brother', 'rt', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link']",,No emotion toward brand or product
481,"['think', 'fell', 'bit', 'love', 'today', 'thank', 'throw', 'nerd', 'parti', 'speakeasi']",Google,Positive emotion
482,"['way', 'figur', 'ipad', '2', 'good', 'replac', 'make', 'year']",iPad,Positive emotion
483,"['dslr', 'film', 'discuss', 'moder', 'guy', 'kawasaki', 'appl', 'fame', 'pack', 'hous']",,No emotion toward brand or product
484,"['get', 'film', 'red', 'carpet', 'coverag', 'cw', 'austin', 'star', 'mandi', 'dugan', 'groupedin', 'get', 'app', 'link']",,No emotion toward brand or product
485,"['need', 'find', 'better', 'stream', 'follow', 'inan', 'ipad', '2', 'tweet', 'sure', 'southbi']",iPad,Negative emotion
486,"['���', 'find', 'stupid', 'stupid', 'game', 'current', 'special', 'sale', 'link']",,No emotion toward brand or product
487,"['rt', 'find', 'hottest', 'spot', 'w', 'hot', 'spot', 'app', 'link', 'iphon', 'link']",,Positive emotion
488,"['tri', 'find', 'appl', 'pop', 'store']",,No emotion toward brand or product
489,"['first', 'person', 'queue', 'new', 'appl', 'store', 'austin', 'may', 'link']",,No emotion toward brand or product
490,"['il', 'ceo', 'di', 'flipboard', 'annuncia', 'la', 'version', 'iphon', '���', 'next', 'platform', 'flipboard', 'iphon', 'team', 'start', 'work']",,No emotion toward brand or product
491,"['googl', 'focus', 'bridg', 'digitalphys', 'divid', 'eg', 'map', 'streetview', 'hotpot', 'amp', 'autonom', 'drive']",Google,Positive emotion
492,"['hey', 'folk', 'pleas', 'keep', 'u', 'post', 'googl', 'hope', 'your', 'blast', 'link']",Other Google product or service,Positive emotion
493,"['hey', 'folk', 'free', 'lunch', 'la', 'condesa', 'pepsi', 'max', 'lot', 'map', 'link']",,No emotion toward brand or product
494,"['pleas', 'rt', 'follow', 'next', 'big', 'social', 'network', 'chanc', 'win', '7000', 'follow']",,No emotion toward brand or product
495,"['gear', 'list', 'music', 'iphon', 'vzw', 'blackberri', 'sprint', 'ipad', 'jambox', 'hp', 'elitebook', 'lack', 'good', 'portabl', 'headphon', 'suggest']",,No emotion toward brand or product
496,"['prepar', 'talk', 'doodl', 'fun', 'friday', '5pm', 'link']",,No emotion toward brand or product
497,"['good', 'news', 'austinbound', 'appl', 'fanboy', 'link']",Apple,Positive emotion
498,"['save', 'ipad2', 'photo', 'appl', 'store', 'link']",,No emotion toward brand or product
499,"['wish', 'list', 'tech', 'googl', 'app', 'help', 'level', 'play', 'field', 'kid', 'may', 'softwar', 'home']",Android App,Positive emotion
500,"['design', 'ipad', 'catch', 'matt', 'carlson', 'amp', 'matthew', 'davi', 'mon', '930', 'hilton', 'link']",,No emotion toward brand or product
501,"['hitlanti', 'ipad', 'cool', 'song', 'explor', 'app', 'hitlantiscom']",iPad or iPhone App,Positive emotion
502,"['search', 'temporari', 'appl', 'store']",,No emotion toward brand or product
503,"['thank', 'rt', 'public', 'note', 'quot5', 'step', 'bulletproof', 'ux', 'strategyquot', 'link', 'via']",,No emotion toward brand or product
504,"['queue', 'form', 'austin', 'popup', 'appl', 'store', 'link', 'guy', 'front', 'sinc', '5am', 'appar']",,No emotion toward brand or product
505,"['frankenstein', 'amalgam', 'fragment', 'digit', 'ident', 'becom', 'antischizophren', 'googl', 'ai', 'sm', 'scifi']",,No emotion toward brand or product
506,"['want', 'free', 'free', 'sampler', 'album', 'download', 'link', 'open', 'itun', 'link']",,No emotion toward brand or product
507,"['there', 'free', '22song', 'sampler', 'avail', 'download', 'itun', 'artist', 'play', 'check', 'link']",,No emotion toward brand or product
508,"['quotwin', 'free', 'ipad', '2', 'webdoccom', 'rtquot']",,No emotion toward brand or product
509,"['grab', 'free', 'music', 'sxsw', '2011', 'showcas', 'artist', 'mp3', 'torrent', 'wild', 'link']",,No emotion toward brand or product
510,"['hey', 'friend', 'anyon', 'iphon', 'charger', 'borrow', 'tonight', 'lmk']",,No emotion toward brand or product
511,"['friend', 'sxsw', 'will', 'pick', 'ipad', 'pay', 'premium', 'dm', 'link']",iPad,Positive emotion
512,"['good', 'talk', 'akqa', 'ipad', 'interfac', 'w', 'callback', 'design', 'principl', 'wish', 'go', 'beyond', 'mediamarket', 'exampl']",iPad,Positive emotion
513,"['person', 'front', 'took', 'pictur', 'new', 'ipad']",iPad,Positive emotion
514,"['tessi', 'frontwoman', 'intim', 'stranger', 'ink', 'pain', 'place', 'get', 'ink', 'respect', 'locat', 'link']",,No emotion toward brand or product
515,"['quotth', 'futur', 'local', 'contextu', 'discoveryquot', 'googl', 'marissa', 'mayer', 'argu', 'except', 'valuabl', 'type', 'search']",,No emotion toward brand or product
516,"['quotth', 'futur', 'touch', 'user', 'interfac', 'designquot', 'wonder', 'present', 'microsoft', 'employe', 'mention', 'ipad']",,No emotion toward brand or product
517,"['sxsw', 'geek', 'game', 'compet', 'gain', 'vip', 'status', 'amp', 'win', 'big', 'prize', 'know', 'link']",,No emotion toward brand or product
518,"['���', 'gear', 'make', 'splash', 'launch', 'quotgroupon', 'live', 'socialtypequot', 'reward', 'link', 'boom']",,No emotion toward brand or product
519,"['zazzl', 'gear', 'hit', 'look', 'tweet', 'come', 'creat', 'iphon', 'case']",,No emotion toward brand or product
520,"['market', 'genius', 'appl', 'open', 'pop', 'store', 'outsid', 'link']",Apple,Positive emotion
521,"['���', 'get', 'look', 'rumor', 'quotpopupquot', 'store', 'austin', 'link']",,No emotion toward brand or product
522,"['tri', 'get', '80', 'retro', 'parti', 'maggi', 'mae', 'line', 'huge', 'hope', 'worth', 'wait']",,No emotion toward brand or product
523,"['���', 'get', 'readi', 'word', 'quotcirclesquot', 'trend', '�\u06dd']",Other Google product or service,Positive emotion
524,"['get', 'soundcloud', 'iphon', 'app', 'link', 'start', 'record', 'use', '4sq', 'geotag', 'map', 'link']",,No emotion toward brand or product
525,"['get', 'food', 'dont', 'forget', 'snap', 'photo', 'win', 'macbook', 'air', 'ipad', '2', 'appl', 'tv']",iPad,Positive emotion
526,"['austin', 'get', 'full', 'underway', 'tell', 'iphon', 'intermitt', 'brick']",iPhone,Negative emotion
527,"['googl', 'give', 'social', 'network', 'anoth', 'tri', 'quotcirclesquot', 'via', 'link']",,No emotion toward brand or product
528,"['give', 'away', 'amaz', 'prizesiphon', 'android', 'kindl', 'tabletsamaz', 'happen', 'sheraton']",,No emotion toward brand or product
529,"['zaar', 'give', 'away', 'ipad', '2', 'person', 'beta', 'signup', 'referr', 'link']",,No emotion toward brand or product
530,"['googl', 'give', 'free', 'googl', 'lab', 'laptop', 'open', 'sourc', 'coder', 'r', 'attend', 'meetup', 'got', 'cupcak']",Google,Positive emotion
531,"['go', 'app', 'avail', 'blackberri', 'window', '7', 'addit', 'iphon', 'ipad', 'android', 'link']",iPad or iPhone App,Positive emotion
532,"['need', 'go', '7mo', 'old', 'sitter', 'know', 'score', 'applemartinlik']",,No emotion toward brand or product
533,"['go', 'sxsw', 'next', 'year', 'rt', 'appl', 'open', 'temporari', 'store', 'link']",,No emotion toward brand or product
534,"['want', 'go', 'appl', 'popup', 'store', 'im', 'afraid', 'ill', 'leav', 'new', 'ipad']",iPad,Positive emotion
535,"['hey', 'goer', 'im', 'droppin', 'surviv', 'tip', 'week', 'help', 'get', 'rock', 'best', 'hangov', 'cure', 'tamal', 'hous', '3', 'link']",,No emotion toward brand or product
536,"['bomb', 'go', 'convent', 'center', 'appl', 'go', 'lose', 'devast', 'share', 'custom', 'base']",,No emotion toward brand or product
537,"['omgim', 'go', 'macbook', 'pro', 'ipad', 'iphone4', 'ipod', 'galaxi', 'tab']",iPad,Positive emotion
538,"['you�۪r', 'go', 'want', 'talk', 'html', 'cs', 'catch', 'googl', 'webmast', 'team']",,No emotion toward brand or product
539,"['go', 'see', 'tonight', 'link']",,No emotion toward brand or product
540,"['golden', 'ticket', 'f', '4sq', 'parti', 'day', 'real', 'parti', 'felix', 'da', 'housecat', 'play', 'ipad', 'link']",,Positive emotion
541,"['good', 'morn', '2', 'u', 'enjoy', 'ride', 'anywher', 'austin', '10', 'dwnld', 'applink', 'booth', '437']",,No emotion toward brand or product
542,"['queue', 'googl', 'er', 'bing', 'talk', 'spam', 'ridicul', 'busiest', 'ive', 'seen']",,No emotion toward brand or product
543,"['haha', 'googl', 'quotparti', 'like', '1986quot', 'parti', 'link']",Google,No emotion toward brand or product
544,"['gsdampm', 'googl', 'parti', 'blow', 'mind', 'much', 'amaz', 'food', 'drink', 'music', 'amp', 'photo', 'booth', 'fun']",,Positive emotion
545,"['googl', 'circl', 'first', 'real', 'altern', 'facebook']",Other Google product or service,Positive emotion
546,"['googl', 'circl', 'launch', 'link', 'quotmay', 'good', 'time', 'given', 'twitter']",,No emotion toward brand or product
547,"['���', 'googl', 'doesnt', 'place', 'valu', 'domain', 'extens', 'equal']",,No emotion toward brand or product
548,"['attend', 'googl', 'keynot', 'see', 'googl', 'map', 'mobil', 'featur']",,No emotion toward brand or product
549,"['quotth', 'googl', 'name', 'built', 'get', 'thing', 'tri', 'outquot', 'marissa', 'mayer', 'frm']",,No emotion toward brand or product
550,"['���', 'googl', 'let', 'block', 'site', 'cant', 'stand', 'link', 'block', 'look', 'like', 'need']",Google,Positive emotion
551,"['length', 'googl', 'penalti', 'base', 'sever', 'breach', 'webmast', 'guidelin', 'iewhit', 'text', 'white', 'bgr', 'might', 'get', '30', 'day', 'pen']",,Negative emotion
552,"['���', 'googl', 'set', 'launch', 'new', 'social', 'network', 'today']",,No emotion toward brand or product
553,"['need', 'googl', 'lonelyboy15', 'talk', 'time']",,No emotion toward brand or product
554,"['���', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'updat', 'happen', 'link']",,No emotion toward brand or product
555,"['���', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link']",,No emotion toward brand or product
556,"['���', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link', 'someth', 'keep', 'watch']",,No emotion toward brand or product
557,"['���', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link', 'itll', 'never', 'beat', 'myspac']",Other Google product or service,Negative emotion
558,"['���', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link']",,No emotion toward brand or product
559,"['���', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link', 'bigger', 'gaga']",Other Google product or service,Positive emotion
560,"['���', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link']",,No emotion toward brand or product
561,"['���', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link']",,No emotion toward brand or product
562,"['���', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link', 'goog']",,No emotion toward brand or product
563,"['���', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link', 'dejavu']",,No emotion toward brand or product
564,"['���', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link', 'sta', 'nije', 'im', 'dosta', 'gbuzza']",,No emotion toward brand or product
565,"['���', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link', 'te', 'dije', 'wey']",,No emotion toward brand or product
566,"['���', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link', 'super', 'interest']",Google,Positive emotion
567,"['���', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link', 'rt']",,No emotion toward brand or product
568,"['���', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'sxsw', 'link']",,No emotion toward brand or product
569,"['���', 'googl', 'launch', 'new', 'social', 'network', 'call', 'circl', 'today', 'link', 'applaus', 'new', 'privaci', 'model', 'attempt']",,Positive emotion
570,"['break', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circlestoday', 'link', 'via']",,No emotion toward brand or product
571,"['diller', 'googl', 'tv', 'quotth', 'first', 'product', 'wasnt', 'good', 'wasnt', 'consum', 'product', 'basicallyquot']",Other Google product or service,No emotion toward brand or product
572,"['googl', 'connect', 'digit', 'amp', 'physic', 'world', 'mobil', 'link', 'rt']",Google,Positive emotion
573,"['googl', 'connect', 'digit', 'amp', 'physic', 'world', 'mobil', 'link', 'rt']",,No emotion toward brand or product
574,"['googl', 'appl', 'ea', 'game', 'zynga', 'facebook', 'microsoft', 'intuit', 'went', 'gaga', 'go', 'game', 'link']",,No emotion toward brand or product
575,"['futur', 'googl', 'contextu', 'discoveri', 'locat', 'context', 'help', 'u', 'go', 'deeper', 'ever', 'search', 'without', 'search']",Google,Positive emotion
576,"['���', 'googl', 'cutt', 'say', 'reput', 'topic', '2', 'key', 'matter', 'site', 'rank', 'say', 'trust', 'amp', 'lda']",,No emotion toward brand or product
577,"['googl', 'marissa', 'mayer', 'talk', '330', 'worth', 'go']",,No emotion toward brand or product
578,"['iron', 'googl', 'direct', 'parti', 'end', 'walk', '6', 'block', 'wrong', 'direct', 'time', 'bed', 'think']",,No emotion toward brand or product
579,"['check', 'googletv', 'ipad', 'app', 'connect', 'tv', 'experi', 'sxsw', 'link']",iPad or iPhone App,Positive emotion
580,"['check', 'googletv', 'ipad', 'app', 'connect', 'tv', 'experi', 'sxsw', 'link', 'fascin']",iPad or iPhone App,Positive emotion
581,"['cnnmoney', 'got', 'crave', 'mind', 'creat', 'app', 'foodspot', 'link']",,Positive emotion
582,"['microsoft', 'got', 'drunk', 'chang', 'iphon', 'default', 'search', 'yahoo']",,No emotion toward brand or product
583,"['grab', 'latest', 'link']",,No emotion toward brand or product
584,"['mscpage', 'guy', 'get', 'tattoo', 'sxsw', 'could', 'win', 'free', 'ipad2', 'link', 'link']",iPad,No emotion toward brand or product
585,"['bring', 'guy', 'start', 'austin', 'quotdesign', 'digit', 'magazin', 'ipadquot']",,No emotion toward brand or product
586,"['le', 'half', 'hour', 'well', 'tell', 'win', 'ipad', '2', 'rt']",,No emotion toward brand or product
587,"['ipad', '2', 'hand', 'awesom', 'dude', 'gave', 'cutsi', '3', 'hour', 'line']",iPad,Positive emotion
588,"['ipad', '2', 'hand', 'thisisdar']",,No emotion toward brand or product
589,"['im', 'gon', 'na', 'hang', 'ipad', 'hack', 'nook', 'around', 'neck', 'week', 'becom', 'flava', 'flav', 'top', 'hipster']",,No emotion toward brand or product
590,"['someth', 'call', 'googl', 'place', 'hotpot', 'work', 'recommend', 'engin']",,No emotion toward brand or product
591,"['post', 'noth', 'link']",,No emotion toward brand or product
592,"['hasnt', 'heard', 'googl', 'plan', 'launch', 'socnet', 'may', 'quotcirclesquot', 'learn', 'lot', '5', 'year', 'lot', 'chang', 'via']",Google,Positive emotion
593,"['bb', 'discriminatori', 'p', 'rt', 'offici', 'come', 'fc', 'grillamp', 'make', 'ur', 'iphon', 'case']",,No emotion toward brand or product
594,"['may', 'invit', 'quotcoolquot', 'parti', 'two', 'iphon', 'charger', 'pocket', 'youll', 'happi', 'see']",,Positive emotion
595,"['would', 'thunk', 'rt', 'agenc', 'push', 'googl', 'direct', 'never', 'would', 'gone', 'otherwis', 'say']",,No emotion toward brand or product
596,"['���', 'yet', 'see', 'someon', 'pc', 'dell', 'otherwis', 'sxsw', 'appl', 'macbook', 'pro', 'ipad', 'ill', 'b', 'soon']",,No emotion toward brand or product
597,"['ive', 'meet', 'im', 'line', 'popup', 'appl', 'store', 'ipad2', 'love', 'place']",iPad,Positive emotion
598,"['want', 'hear', 'tell', 'googl', 'love', 'stori']",,No emotion toward brand or product
599,"['pump', 'hear', 'dude', 'talk', 'logo', 'year', 'make', 'one']",,No emotion toward brand or product
600,"['thank', 'heathcar', 'digit', 'publish', 'news', 'new', 'medic', 'app', 'showcas', 'link']",,No emotion toward brand or product
601,"['hello', 'enjoy', 'ride', 'anywher', 'austin', '10', 'download', 'app', 'link', 'booth', '437']",,Positive emotion
602,"['oh', 'lordi', 'go', 'rt', 'time', 'store', 'open', 'pull', 'trigger']",iPad,Positive emotion
603,"['���', 'hey', 'austin', 'know', 'littl', 'love', 'music', 'amp', 'wan', 'na', 'make', '20hour', 'pleas', 'let', 'know�\u06dd']",,No emotion toward brand or product
604,"['love', 'honesti', 'googl', 'marissa', 'mayer', 'keynot', 'mani', 'product', 'need', 'step', 'custom', 'servic', 'locat']",Google,Positive emotion
605,"['googl', 'host', 'develop', 'day', 'sxsw', 'link']",,No emotion toward brand or product
606,"['tminus', '6', 'hour', 'social', 'medium', 'maven', 'start', 'perform', 'degrad', 'sex', 'act', 'iphon', 'charg']",,No emotion toward brand or product
607,"['hey', 'bout', 'donat', 'spend', 'new', 'japan', 'realli', 'need', 'thing']",iPad,Negative emotion
608,"['wonder', 'much', 'revenu', 'austin', 'store', 'gross', 'account', 'ipad2', 'amid', 'strateg', 'releas']",,Positive emotion
609,"['appl', 'hp', 'popup', 'gee', 'wonder', 'get', 'traffic', 'link']",,No emotion toward brand or product
610,"['scaveng', 'hunt', 'game', 'busi', 'releas', 'app', 'iphon', 'link']",,No emotion toward brand or product
611,"['wonder', 'fit', 'ipad', '2', 'luggag', 'im', 'pack', 'austin', 'hmmm']",,No emotion toward brand or product
612,"['holi', 'moli', 'cant', 'believ', 'line', 'appl', 'store', 'sxsw', 'link']",,No emotion toward brand or product
613,"['time', 'ever', 'torrent', 'also', 'legal', 'also', 'also', 'excit', 'link']",,No emotion toward brand or product
614,"['could', 'forget', 'cell', 'phone', 'today', 'fail', 'glad', 'ipad']",iPad,Positive emotion
615,"['3g', 'iphon', '3', 'hr', 'tweet', 'dead', 'need', 'upgrad', 'plugin', 'station']",iPhone,Negative emotion
616,"['feel', 'worst', 'place', 'tri', 'amp', 'get', 'ipad', '2', 'everyon', 'tri', 'get', 'one']",iPad,Negative emotion
617,"['love', 'macbook', 'ipad', 'iphon', 'year', 'one', 'run', 'juic', 'jump', 'next']",iPhone,Positive emotion
618,"['holi', 'cow', 'got', 'hook', 'paolo', 'alex', 'backup', 'charger', 'iphon', 'facebookcompowermat']",iPhone,Positive emotion
619,"['holi', 'cow', 'got', 'hook', 'paolo', 'alex', 'backup', 'charger', 'iphon', 'facebookcompowermat']",iPhone,Positive emotion
620,"['catch', '22��', 'mean', 'ipad', '2', 'link']",,Positive emotion
621,"['catch', '22��', 'mean', 'ipad', '2', 'link']",,I can't tell
622,"['knew', 'pli', 'beer', 'stogi', 'last', 'night', 'id', 'weasel', 'way', 'team', 'android', 'parti', 'tonight']",Android,Positive emotion
623,"['honest', 'think', 'everyon', 'own', 'laptop']",,No emotion toward brand or product
624,"['ok', 'nerd', 'total', 'bateman', 'want', 'sign', 'ipad', '2']",,No emotion toward brand or product
625,"['last', 'year', 'travel', 'heavythi', 'year', 'light', 'ill', 'get', 'right', 'next', 'year', 'left', 'ipad', 'home']",,No emotion toward brand or product
626,"['thought', 'would', 'use', 'ipad', 'lot', 'havent', 'even', 'touch', 'hmmzi']",iPad,Negative emotion
627,"['���', 'ill', 'austin', 'convent', 'center', 'today', 'w', 'fam', 'show', 'new', 'iphon', 'game']",,Positive emotion
628,"['cool', 'one', 'ill', 'rt', 'friday', '5pm', 'doodl', 'googl', 'session', 'link']",,No emotion toward brand or product
629,"['im', 'beyond', 'frustrat', 'w', 'samsung', 'moment', 'runaround', 'amp', 'leav', 'att', 'amp', 'iphon', 'enjoy']",iPhone,Positive emotion
630,"['evri', 'day', 'im', 'hustlin', 'work', 'event', 'tonight', 'ive', 'absolut', 'love', 'work', 'link']",,No emotion toward brand or product
631,"['brilliant', 'idea', 'search', 'engin', 'rank', 'session', 'small', 'room', '75', 'peopl', 'lock']",,No emotion toward brand or product
632,"['idea', 'startupbus', 'thing', 'addict', 'link', 'also', 'ad', 'android', 'app']",Android App,Positive emotion
633,"['practic', 'idea', 'android', 'develop', 'bitlyandroidhig']",,No emotion toward brand or product
634,"['wonder', 'anyon', 'sell', 'verizon', 'iphon', 'bueller']",,No emotion toward brand or product
635,"['���', 'show', '1st', 'gen', 'ipad', 'still', 'let', 'door�\u06dd', 'funni', 'tim']",,No emotion toward brand or product
636,"['hotspot', 'data', 'speed', 'could', 'keep', 'rt', 'also', 'thank', 'appl', 'releas', 'io', '43', 'time']",Apple,Positive emotion
637,"['wonder', 'ppl', 'friday', 'queue', 'convent', 'centr', 'appl', 'store', 'xd', 'im', 'still', 'figur', 'wot', 'ill']",Apple,Positive emotion
638,"['wonder', 'crowd', 'made', 'line', 'appl', 'store', 'elsewher', 'u', 'shorter', 'today']",,No emotion toward brand or product
639,"['anoth', 'interview', 'disast', 'like', 'last', 'year', 'evan', 'wood', 'one', 'youll', 'see', 'alot', 'iphon', 'stare']",,No emotion toward brand or product
640,"['���', 'abl', 'afford', 'attend', 'buy', 'ipad', 'today', 'consid', 'save', 'japan', 'earthquak', 'relief', 'quot']",,No emotion toward brand or product
641,"['imago', 'futur', 'googl', 'ask', 'quotwhi', 'want', 'know', 'thatquot', 'search']",,No emotion toward brand or product
642,"['launch', 'immin', 'appar', 'googl', 'circl', 'probabl', 'wont', 'd̩but', 'even']",,No emotion toward brand or product
643,"['week', 'clip', 'join', 'review', 'free', 'go', 'link']",,Positive emotion
644,"['your', 'room', 'full', 'peopl', 'wgood', 'wifi', 'run', 'android', 'link', 'share', 'pic', 'app', 'vid', 'wother']",Android App,Positive emotion
645,"['your', 'room', 'full', 'peopl', 'wgood', 'wifi', 'run', 'android', 'link', 'share', 'pic', 'app', 'vid', 'wother']",Android App,Positive emotion
646,"['hot', 'spot', 'austin', 'gowalla', 'right', 'convent', 'cnt', 'ignit', 'parti', 'n', 'appl', 'store']",Apple,Positive emotion
647,"['austin', 'weekend', 'support', 'smarti', 'ear', 'launch', 'new', 'ipad', 'app', 'speech', 'therapi', 'link']",,Positive emotion
648,"['your', 'austin', 'today', 'pleas', 'join', 'talk', 'ipad', '2', 'link']",,No emotion toward brand or product
649,"['need', 'sweet', 'mac', 'good', 'appl', 'set', 'temporari', 'store', 'downtown', 'link']",Apple,Positive emotion
650,"['current', 'rout', 'truther', 'movement', 'music', 'festiv', 'spiderhous', 'googl']",,No emotion toward brand or product
651,"['releas', 'new', 'tool', 'link']",,No emotion toward brand or product
652,"['nfc', 'includ', 'iphon', '5', 'mayb']",,No emotion toward brand or product
653,"['appl', 'influenc', 'ditto', 'one', 'button', 'login', 'choic', 'facebook']",,No emotion toward brand or product
654,"['wabisabi', 'inspir', 'lab', 'look', 'spanishspeak', 'trend', 'scout', 'base', 'austin', 'texa', 'link']",,No emotion toward brand or product
655,"['zite', 'intellig', 'ipad', 'magazin', 'link', 'lt', 'delici']",iPad,Positive emotion
656,"['googl', 'interest', 'locat', 'base', 'tech', 'indoor', 'venu', 'busi', 'convent', 'center', 'etc', 'tech', 'need', 'improv', 'first']",Google,Negative emotion
657,"['hmm', 'interest', 'rt', 'wonder', 'put', 'tip', 'api']",,No emotion toward brand or product
658,"['cant', 'get', 'first', 'panel', 'today', 'line', 'look', 'like', 'appl', 'store', 'link']",,No emotion toward brand or product
